9.58,0.77,0.73,0.05,-0.06,-0.05,
9.01,0.15,0.73,0.03,-0.05,-0.01,
8.99,0.33,0.44,0.07,-0.03,0.03,
9.09,0.56,0.85,0.05,0.03,-0.05,
10.64,0.38,0.62,0.06,0.04,0.11,
9.12,-0.09,2.52,0.06,0.04,-0.06,
