DATA,STDEV.S (±5p),Max,STDEV.S (±20p),Mean Max value over 100 points
-0.21,0.047000967,-0.04,0.043212627,-0.10293
-0.12,0.049211972,-0.04,0.042655487,-0.10364
-0.08,0.04874796,-0.04,0.043909199,-0.10465
-0.1,0.050018179,-0.04,0.043737362,-0.10545
-0.11,0.047615887,-0.04,0.04777091,-0.10626
-0.14,0.049359534,-0.04,0.048762084,-0.10687
-0.04,0.034377583,-0.04,0.051280394,-0.10707
-0.09,0.036431754,-0.04,0.053824908,-0.10444
-0.04,0.03753786,-0.04,0.054093762,-0.10626
-0.13,0.052345009,-0.06,0.053913306,-0.10778
-0.06,0.052431774,-0.06,0.057480316,-0.10707
-0.11,0.052223297,-0.08,0.057480316,-0.10758
-0.14,0.051733583,-0.08,0.058647548,-0.10879
-0.13,0.05162804,-0.08,0.0591739,-0.10818
-0.22,0.045885232,-0.03,0.061151737,-0.10899
-0.12,0.048952667,-0.03,0.062164715,-0.11071
-0.08,0.044353948,0.02,0.062624406,-0.11000
-0.18,0.043880002,0.02,0.061941637,-0.11020
-0.15,0.054272042,0.02,0.065516096,-0.11020
-0.18,0.056003247,0.02,0.066332496,-0.10960
-0.08,0.060497934,0.02,0.068842671,-0.11101
-0.1,0.062624422,0.02,0.0698963,-0.10909
-0.12,0.071604977,0.02,0.068445806,-0.11091
-0.03,0.076657443,0.02,0.069224465,-0.11455
-0.08,0.076657443,0.02,0.069118801,-0.11343
0.02,0.073087743,0.02,0.076273971,-0.11384
-0.04,0.08188684,0.02,0.076299375,-0.11455
-0.21,0.082879979,0.02,0.078266094,-0.11414
-0.22,0.083958864,0.02,0.077712307,-0.11253
-0.15,0.085216302,0.02,0.0786472,-0.11111
-0.12,0.089706592,0.02,0.079179066,-0.11071
0.02,0.086402862,0.02,0.079558583,-0.11293
-0.05,0.085130915,0,0.080215656,-0.10929
-0.03,0.079154624,0,0.083064239,-0.10677
-0.16,0.083937206,0,0.086577601,-0.10798
0,0.086297582,0,0.087265585,-0.10475
-0.18,0.096784672,-0.02,0.085899578,-0.10182
-0.16,0.0913236,-0.02,0.086279055,-0.10293
-0.09,0.089716726,-0.02,0.086202651,-0.10131
-0.25,0.088769364,-0.02,0.085824127,-0.09960
-0.02,0.087780719,-0.02,0.085751837,-0.09848
-0.24,0.097812436,-0.03,0.085259684,-0.10061
-0.03,0.097961031,-0.02,0.097159548,-0.09768
-0.15,0.101721545,-0.02,0.099768836,-0.09465
-0.04,0.102965131,-0.02,0.100827144,-0.09354
-0.12,0.098774307,-0.02,0.101541278,-0.09485
-0.32,0.098774307,0.04,0.101419057,-0.09626
-0.1,0.093682248,0.04,0.099460338,-0.09303
-0.23,0.093682248,0.04,0.099278683,-0.08960
-0.07,0.101372401,0.04,0.098609378,-0.09091
-0.2,0.111746466,0.04,0.099436396,-0.09596
-0.02,0.112823273,0.04,0.100274816,-0.09919
-0.17,0.096058694,0.04,0.100281442,-0.09747
-0.03,0.096587219,0.04,0.098390705,-0.09818
-0.26,0.091243929,0.19,0.099521001,-0.10061
0.04,0.089716726,0.19,0.100519691,-0.10162
-0.19,0.086875041,0.19,0.105006987,-0.09919
-0.14,0.080260938,0.19,0.104969014,-0.09545
-0.17,0.124659536,0.19,0.114650511,-0.09687
-0.15,0.130878153,0.19,0.117399376,-0.09727
-0.15,0.12635448,0.19,0.117276684,-0.09596
-0.14,0.1219016,0.19,0.115882191,-0.09343
-0.1,0.119734555,0.19,0.115495466,-0.09071
0.19,0.120777782,0.19,0.118540403,-0.08980
-0.26,0.120687425,0,0.119389366,-0.08929
-0.21,0.121602931,0,0.119812053,-0.09010
0,0.128791586,0,0.123702569,-0.08747
-0.1,0.130871207,0,0.139991299,-0.08475
-0.17,0.130871207,0.08,0.140719162,-0.08424
-0.05,0.089645768,0.08,0.141728376,-0.08313
-0.17,0.08559949,0.08,0.150053885,-0.08273
-0.25,0.091194099,0.08,0.155216778,-0.08182
-0.03,0.103097483,0.08,0.155216778,-0.08121
-0.11,0.111289957,0.08,0.155324117,-0.08000
-0.06,0.146498526,0.08,0.15698361,-0.08071
0,0.154172277,0.09,0.158245152,-0.08232
-0.25,0.153581486,0.09,0.162119817,-0.08242
0.08,0.148917305,0.09,0.166694793,-0.08182
-0.24,0.148354612,0.09,0.167585287,-0.08202
-0.43,0.161273342,0.31,0.167447782,-0.07646
0.04,0.164399735,0.31,0.168148671,-0.07697
-0.13,0.162531116,0.31,0.169759128,-0.07909
-0.17,0.171543792,0.31,0.174484211,-0.07980
-0.04,0.206802497,0.31,0.178463356,-0.07838
0.09,0.209067192,0.31,0.179221894,-0.07333
0.01,0.177282517,0.31,0.192849473,-0.07141
-0.04,0.196000928,0.31,0.195744879,-0.07152
-0.33,0.198764365,0.31,0.195348455,-0.07283
0.31,0.201746916,0.31,0.195259999,-0.07586
0.13,0.20116479,0.25,0.199780333,-0.07364
-0.21,0.20116479,0.25,0.200831053,-0.07495
0.25,0.201593651,0.25,0.202863226,-0.07263
0.17,0.233452351,0.2,0.205182036,-0.06899
-0.2,0.214747209,0.2,0.205398352,-0.06697
-0.01,0.196357744,0.21,0.205454147,-0.06828
0.09,0.192891868,0.21,0.205384603,-0.06929
0.06,0.192891868,0.21,0.207000142,-0.07273
-0.37,0.187267432,0.21,0.208130954,-0.06960
0.2,0.192060596,0.21,0.2063526,-0.06859
0.09,0.195624873,0.21,0.205240318,-0.06747
-0.01,0.202349832,0.21,0.204496519,-0.06576
-0.21,0.26246385,0.21,0.200763217,-0.06384
-0.24,0.271192652,0.21,0.203544722,-0.06051
0.21,0.260394805,0.21,0.203740492,-0.05717
0.2,0.243855397,0.2,0.203270328,-0.05838
-0.17,0.244510643,0.15,0.204379243,-0.05970
-0.59,0.241499106,0.15,0.203967567,-0.06606
-0.36,0.254747647,0.15,0.203970282,-0.06465
0.04,0.266048526,0.15,0.204065816,-0.06131
-0.13,0.247925942,0.15,0.198996096,-0.05990
-0.35,0.220606602,0.15,0.193345266,-0.05758
-0.24,0.223797798,0.15,0.191397784,-0.05424
0.11,0.18582005,0.15,0.189931502,-0.05384
0.15,0.172104619,0.23,0.184258113,-0.05242
-0.26,0.17059255,0.23,0.192373414,-0.05071
-0.12,0.169136846,0.23,0.192566739,-0.05293
-0.05,0.147703634,0.23,0.196217837,-0.05364
0.1,0.152542096,0.23,0.19891817,-0.05495
0.09,0.159988636,0.23,0.200024085,-0.05636
0.01,0.154625648,0.23,0.200128696,-0.05515
-0.05,0.128798645,0.23,0.199033378,-0.05949
-0.2,0.135371543,0.23,0.198497122,-0.05869
0.23,0.141877027,0.23,0.199116543,-0.05455
0.19,0.142605623,0.19,0.205371931,-0.05616
0.07,0.13959031,0.07,0.203624413,-0.05152
0.07,0.140058429,0.07,0.200708049,-0.04919
-0.17,0.152202019,0.37,0.196543216,-0.05253
-0.13,0.141196188,0.37,0.203696189,-0.05586
-0.09,0.117797978,0.37,0.18667428,-0.05970
0,0.090272315,0.37,0.181077738,-0.06040
-0.05,0.155516734,0.37,0.183694098,-0.05576
-0.21,0.159715656,0.37,0.189610547,-0.06071
-0.04,0.173000263,0.37,0.184771266,-0.06354
-0.1,0.188298602,0.37,0.184566176,-0.06323
-0.02,0.198466851,0.37,0.183124113,-0.06687
0.37,0.22164673,0.37,0.180970682,-0.06778
-0.21,0.230098793,0.26,0.178199435,-0.06485
-0.3,0.226575294,0.26,0.180928453,-0.06202
-0.32,0.230966349,0.26,0.183854088,-0.06141
0.12,0.258653858,0.29,0.185988425,-0.06545
0.26,0.25845696,0.29,0.187137616,-0.06192
0.16,0.21616492,0.29,0.196312913,-0.06414
-0.16,0.217134227,0.29,0.196551668,-0.06505
-0.17,0.236297193,0.29,0.197091813,-0.06586
-0.42,0.219047525,0.29,0.194505933,-0.06778
-0.1,0.216568276,0.29,0.192935016,-0.06717
-0.23,0.199667906,0.29,0.194788411,-0.06657
0,0.19576888,0.29,0.193979426,-0.06485
0.29,0.204076634,0.29,0.193150427,-0.06020
0,0.218095059,0.18,0.192808985,-0.05545
-0.15,0.189913856,0.18,0.195147387,-0.05586
-0.27,0.191586676,0.18,0.195917073,-0.05990
-0.37,0.183218697,0.18,0.196958883,-0.06101
0.05,0.193977506,0.18,0.195978393,-0.05576
0.14,0.178961652,0.18,0.196255365,-0.05273
-0.08,0.192084262,0.18,0.201090879,-0.05576
0.03,0.197755588,0.18,0.201452917,-0.05646
0.02,0.221425136,0.18,0.189613759,-0.05566
0.18,0.199389979,0.18,0.188625617,-0.05697
0.18,0.203902829,0.18,0.195223415,-0.05657
-0.26,0.203902829,0.16,0.191842209,-0.05879
-0.23,0.209718426,0.16,0.195817564,-0.06051
-0.44,0.21653889,0.16,0.190862993,-0.06020
-0.12,0.216299456,0.16,0.192348659,-0.06303
0.12,0.206547375,0.16,0.192057693,-0.06475
0.14,0.194281895,0.16,0.194421651,-0.07000
0.13,0.193254425,0.16,0.187773573,-0.07121
0.16,0.189285739,0.16,0.18808736,-0.06869
-0.01,0.14851385,-0.01,0.18726569,-0.07182
-0.03,0.149866607,-0.02,0.186969478,-0.07343
-0.08,0.143672608,-0.02,0.179746345,-0.07232
-0.25,0.153563727,0.33,0.181245537,-0.07323
-0.18,0.134333371,0.33,0.18856543,-0.07384
-0.19,0.103826779,0.33,0.188861191,-0.07697
-0.14,0.094973681,0.33,0.187743493,-0.07879
-0.13,0.171586183,0.33,0.187069254,-0.07899
-0.35,0.179630935,0.33,0.184537373,-0.07909
-0.16,0.192528628,0.33,0.184789246,-0.07727
-0.02,0.195369115,0.33,0.184249097,-0.07990
-0.12,0.208810484,0.33,0.190589806,-0.08071
0.33,0.208967157,0.33,0.186946673,-0.08061
0.06,0.223716541,0.13,0.190448558,-0.08020
-0.37,0.211062248,0.13,0.200426179,-0.08162
-0.24,0.21077778,0.13,0.20600858,-0.08071
-0.37,0.210639718,0.27,0.197390787,-0.08131
-0.11,0.210609505,0.27,0.204314753,-0.07838
0.13,0.167717295,0.27,0.207630998,-0.07646
-0.18,0.171336989,0.27,0.206747475,-0.07576
-0.15,0.188785593,0.27,0.20777762,-0.07636
-0.18,0.190282087,0.27,0.205648099,-0.07313
-0.11,0.185138769,0.27,0.206103168,-0.07414
0.08,0.183317906,0.27,0.207419947,-0.07768
0.09,0.176186884,0.27,0.20800641,-0.08121
0.27,0.169850201,0.27,0.20800641,-0.08172
0.15,0.166214538,0.37,0.207675795,-0.08081
-0.34,0.198159715,0.37,0.207034645,-0.07899
-0.02,0.201882054,0.37,0.206784163,-0.07960
-0.02,0.220606602,0.37,0.207293373,-0.08061
0,0.249417503,0.37,0.206669525,-0.08273
-0.09,0.251638269,0.37,0.21130979,-0.08444
-0.4,0.24899069,0.37,0.213680763,-0.08717
-0.18,0.257180517,0.37,0.214790583,-0.08990
0.27,0.275964425,0.37,0.214346208,-0.09091
0.37,0.280849361,0.37,0.214710137,-0.08929
0.29,0.290106563,0.29,0.213518486,-0.08586
-0.12,0.292214118,0.17,0.212265374,-0.08101
-0.4,0.273239821,0.17,0.20794411,-0.07990
-0.36,0.270195216,0.17,0.207866875,-0.08131
-0.24,0.257957008,0.17,0.210009492,-0.08495
0.17,0.223036891,0.17,0.214723805,-0.08758
0.06,0.185227133,0.08,0.214535735,-0.08939
-0.19,0.185227133,0.08,0.214063672,-0.09172
0.08,0.162469578,0.08,0.217204376,-0.09111
-0.18,0.142433398,0.07,0.217768813,-0.09030
-0.25,0.155452419,0.32,0.218559666,-0.08768
-0.01,0.156082729,0.32,0.213507335,-0.08465
-0.12,0.150689325,0.32,0.21165932,-0.08677
-0.08,0.164344428,0.32,0.208929402,-0.08990
0.04,0.205837535,0.32,0.219684159,-0.09040
-0.33,0.208679833,0.32,0.221380447,-0.08980
-0.37,0.215165898,0.32,0.223509707,-0.08818
-0.29,0.214666761,0.32,0.22409755,-0.08626
0.07,0.215351721,0.32,0.222542939,-0.08717
0.32,0.215882965,0.32,0.222355755,-0.09182
-0.24,0.218727726,0.16,0.217199532,-0.09323
-0.33,0.224000812,0.16,0.20517232,-0.09111
-0.02,0.215406592,0.16,0.196181431,-0.08970
-0.18,0.209631712,0.16,0.199688018,-0.08919
-0.06,0.219470437,0.16,0.195070479,-0.09141
-0.36,0.184084961,0.16,0.191392866,-0.09434
-0.39,0.187534239,0.35,0.190685654,-0.09424
-0.06,0.183813146,0.35,0.186526803,-0.09394
-0.11,0.18419851,0.35,0.186129785,-0.09263
0.16,0.188645892,0.35,0.187826644,-0.09242
0.11,0.240420087,0.35,0.185569072,-0.09404
-0.29,0.231920833,0.35,0.18647544,-0.09889
-0.29,0.211225859,0.35,0.18530302,-0.10434
-0.28,0.211019172,0.35,0.186970959,-0.10586
-0.02,0.233499075,0.35,0.186967405,-0.10394
0.35,0.226928102,0.35,0.189876395,-0.10232
0.1,0.225489367,0.13,0.189876395,-0.10182
0.13,0.213366948,0.13,0.187055934,-0.10081
0.02,0.197806149,0.09,0.182429768,-0.09788
-0.35,0.207692955,0.09,0.180893562,-0.09414
-0.16,0.213673498,0.09,0.179331847,-0.09253
0.09,0.170251151,0.09,0.167891622,-0.09586
-0.1,0.158876739,0.04,0.167891622,-0.10162
-0.06,0.141234814,0.04,0.165065845,-0.10727
-0.35,0.143546001,0.04,0.165298482,-0.10939
-0.2,0.13541183,0.08,0.165387561,-0.10626
-0.18,0.135075736,0.08,0.168314555,-0.10131
-0.19,0.118498178,0.11,0.169990554,-0.10081
-0.01,0.119018715,0.11,0.1727954,-0.10343
0.04,0.13654836,0.11,0.173363572,-0.10303
-0.29,0.118360006,0.11,0.176084521,-0.10263
-0.14,0.133573269,0.11,0.172300569,-0.10172
-0.25,0.135653301,0.11,0.174231424,-0.09687
-0.09,0.13086426,0.11,0.172501625,-0.09566
0.08,0.130544315,0.11,0.169825655,-0.09778
-0.1,0.134644313,0.11,0.167157196,-0.09707
0.11,0.117326274,0.11,0.16725919,-0.09636
0.04,0.115357153,0.04,0.152745273,-0.09404
-0.01,0.113698165,0.12,0.15327723,-0.09030
-0.02,0.115695525,0.12,0.152410677,-0.08535
-0.22,0.109494707,0.12,0.151011356,-0.08010
-0.13,0.109585998,0.12,0.146970892,-0.08162
-0.02,0.110995495,0.12,0.146821624,-0.08354
-0.24,0.151261363,0.12,0.143651171,-0.08182
0.03,0.185256579,0.17,0.143692023,-0.08051
0,0.182885956,0.17,0.143527001,-0.08192
0.01,0.187320823,0.17,0.14517336,-0.08424
0.12,0.192117388,0.17,0.146467826,-0.08475
-0.4,0.210562019,0.17,0.147356552,-0.07848
-0.45,0.208923649,0.17,0.147019484,-0.07293
-0.18,0.203777954,0.17,0.151345388,-0.07141
-0.29,0.200322467,0.17,0.15111069,-0.07232
0,0.19484726,0.17,0.152008335,-0.07859
0.17,0.175058432,0.17,0.158839925,-0.07838
-0.21,0.165798344,-0.08,0.157337341,-0.07646
-0.13,0.147703634,-0.05,0.157721175,-0.07263
-0.08,0.147395572,-0.05,0.155548542,-0.06586
-0.16,0.139954538,-0.05,0.156389921,-0.06677
-0.1,0.132836194,-0.05,0.155201437,-0.07374
-0.32,0.090141303,-0.05,0.157221162,-0.07485
-0.33,0.091582055,0,0.156438773,-0.07455
-0.16,0.094175851,0,0.160241719,-0.06747
-0.17,0.114930809,0.14,0.159824447,-0.06030
-0.12,0.117851987,0.14,0.159828604,-0.05939
-0.05,0.128763349,0.14,0.162467477,-0.06192
-0.09,0.120196808,0.2,0.161294596,-0.06222
-0.08,0.137754723,0.2,0.16545116,-0.05859
-0.39,0.144247262,0.2,0.175856707,-0.04919
-0.27,0.154596248,0.2,0.175158843,-0.04384
0,0.175068818,0.2,0.172723606,-0.04101
-0.15,0.175183021,0.2,0.166694128,-0.03889
0.14,0.174819387,0.2,0.157851017,-0.04212
0.03,0.174496679,0.2,0.166291383,-0.04263
0.1,0.143057522,0.2,0.163844996,-0.04071
0.2,0.143057522,0.2,0.166068472,-0.03818
-0.03,0.169721697,0.13,0.168343503,-0.03333
-0.02,0.167261363,0.13,0.166848848,-0.03293
-0.06,0.166159835,0.13,0.169043298,-0.03384
-0.2,0.168905568,0.17,0.169017092,-0.03434
-0.27,0.159328135,0.3,0.169710195,-0.03859
-0.33,0.143412945,0.3,0.170315972,-0.03737
-0.09,0.142497209,0.3,0.174115388,-0.03576
0.13,0.16391794,0.3,0.169175906,-0.03364
-0.19,0.201855033,0.3,0.175026972,-0.03111
-0.09,0.197939385,0.3,0.176679099,-0.03101
0.1,0.192891868,0.3,0.177263873,-0.03343
-0.15,0.168522995,0.3,0.17906797,-0.03202
0.17,0.166918597,0.3,0.190229796,-0.03020
0.3,0.183412104,0.3,0.192006368,-0.02576
-0.13,0.172363253,0.27,0.184378276,-0.02566
-0.22,0.170469939,0.27,0.181545598,-0.02848
-0.05,0.179321955,0.27,0.192267463,-0.02545
-0.01,0.172558291,0.27,0.191701018,-0.02404
0.27,0.17037392,0.27,0.196358318,-0.02424
0.04,0.152673151,0.23,0.196178891,-0.02101
0.12,0.160833059,0.26,0.197316998,-0.02374
0.23,0.152905199,0.26,0.225432278,-0.02485
-0.08,0.200503911,0.26,0.232505731,-0.02212
0.13,0.2026237,0.26,0.232708069,-0.02152
-0.07,0.20120094,0.26,0.233757406,-0.01859
-0.2,0.208077783,0.26,0.232632153,-0.01808
-0.16,0.20636684,0.26,0.23351235,-0.01485
-0.41,0.195871015,0.26,0.243318694,-0.00667
-0.11,0.231292809,0.39,0.246886257,-0.00253
0.26,0.231292809,0.39,0.246660755,0.00111
0.16,0.231233845,0.39,0.244130432,0.00172
0.09,0.234066813,0.39,0.249887018,-0.00030
-0.2,0.26793147,0.39,0.249779748,0.00242
-0.46,0.237153575,0.72,0.249020451,0.00697
0.13,0.258256391,0.72,0.248411342,0.01162
-0.1,0.242573325,0.72,0.246846108,0.01859
0.09,0.242573325,0.72,0.245898583,0.01798
0.39,0.332245802,0.72,0.242810236,0.01485
-0.11,0.337264396,0.72,0.244151978,0.01475
-0.34,0.292931888,0.72,0.249721883,0.01242
-0.01,0.303886941,0.72,0.247750678,0.01475
0.16,0.305837152,0.72,0.248460153,0.01465
0.72,0.312872324,0.72,0.249298018,0.01283
0.36,0.334897542,0.58,0.24734918,0.01404
-0.07,0.331174219,0.58,0.247832241,0.01394
-0.16,0.288853533,0.58,0.251018303,0.01303
-0.13,0.28682589,0.58,0.25130468,0.01323
0.3,0.328793939,0.58,0.250716802,0.01515
0.58,0.272506881,0.58,0.256804626,0.02162
0.33,0.262023594,0.33,0.247099453,0.02283
0.1,0.259513531,0.23,0.247980771,0.02061
0.02,0.252309334,0.23,0.246715523,0.02232
-0.33,0.246093109,0.23,0.251603716,0.01818
-0.01,0.239476702,0.23,0.25378966,0.01495
-0.1,0.180725809,0.23,0.251420108,0.01737
0.11,0.171135247,0.23,0.244224539,0.01323
0.23,0.177087549,0.23,0.24378453,0.01152
-0.05,0.185624254,0.19,0.242976422,0.01212
-0.01,0.166280158,0.19,0.24331528,0.01162
-0.15,0.166017524,0.21,0.238470347,0.01172
-0.31,0.167598004,0.44,0.238470347,0.00768
0.16,0.184233054,0.44,0.233264426,0.00343
0.15,0.166798736,0.44,0.243041133,0.00525
0.19,0.183273268,0.44,0.242486428,0.00253
0.03,0.22981811,0.44,0.220130083,-0.00293
-0.12,0.222714656,0.44,0.21528883,-0.00444
-0.26,0.203049479,0.44,0.221219063,-0.00919
-0.1,0.20421023,0.44,0.22146622,-0.00929
0.21,0.22281668,0.44,0.225689297,-0.00687
0.44,0.217990825,0.44,0.228201355,-0.00313
0.02,0.217990825,0.06,0.216149993,0.00434
-0.16,0.227300362,0.21,0.218135916,0.00455
-0.1,0.220016528,0.21,0.22344157,-0.00131
-0.31,0.22054478,0.22,0.22493533,-0.00495
-0.2,0.207092426,0.49,0.219305508,-0.01141
0.03,0.159265359,0.49,0.222513329,-0.00990
-0.27,0.157023449,0.49,0.222002115,-0.00556
0.06,0.177666695,0.49,0.221579701,-0.00586
0.06,0.237823464,0.49,0.219442311,-0.00242
-0.07,0.213136747,0.49,0.219318132,-0.00465
0.21,0.200839149,0.49,0.220769569,-0.01455
-0.11,0.208732103,0.49,0.221347429,-0.01717
0.22,0.217226317,0.49,0.216060059,-0.01657
0.49,0.222191564,0.49,0.219575751,-0.01525
0.08,0.237498325,0.38,0.218675161,-0.01667
0.2,0.242779361,0.38,0.217644696,-0.02394
-0.11,0.246591307,0.38,0.217685398,-0.03000
-0.32,0.277285544,0.38,0.230501884,-0.03576
0.22,0.305715257,0.38,0.229493641,-0.03737
0.36,0.28198646,0.38,0.229273493,-0.03374
0.38,0.283516875,0.38,0.230119618,-0.03404
0.3,0.288021464,0.3,0.220598702,-0.03566
-0.33,0.285421538,0.26,0.220740975,-0.04273
-0.31,0.260272584,0.26,0.223128615,-0.05030
-0.16,0.255552877,0.26,0.222765016,-0.05293
-0.09,0.235329556,0.31,0.226435864,-0.05465
0.26,0.20677612,0.31,0.225589421,-0.05545
0.09,0.179433452,0.31,0.228310517,-0.05384
0.02,0.15801611,0.31,0.225767302,-0.05545
0.09,0.166017524,0.31,0.230179765,-0.05737
-0.03,0.156484097,0.31,0.232166359,-0.05667
-0.15,0.156484097,0.31,0.237098089,-0.05808
-0.18,0.135753788,0.31,0.234270622,-0.05869
-0.08,0.19836147,0.31,0.234242258,-0.06040
0.31,0.202498036,0.31,0.233991557,-0.06333
0.03,0.202498036,0.13,0.226656325,-0.06525
-0.09,0.207526559,0.13,0.226078319,-0.06414
-0.02,0.21711748,0.13,0.226879257,-0.05869
-0.5,0.214056067,0.13,0.227845851,-0.05626
-0.22,0.2232976,0.22,0.236776058,-0.05758
0.09,0.184089899,0.22,0.23275137,-0.05677
-0.24,0.198113833,0.22,0.223193623,-0.06141
0.13,0.197147845,0.22,0.21350137,-0.06980
-0.07,0.224859552,0.22,0.211137037,-0.07010
-0.27,0.189707909,0.22,0.207721116,-0.06889
-0.04,0.197152456,0.22,0.21925349,-0.06727
-0.41,0.188245488,0.22,0.223289363,-0.06596
-0.15,0.195912782,0.33,0.225184802,-0.06535
0.22,0.175343818,0.33,0.220927522,-0.06444
-0.15,0.184297191,0.33,0.219775381,-0.06495
-0.31,0.209766104,0.33,0.219540444,-0.06717
-0.23,0.248654561,0.33,0.21855612,-0.07081
-0.34,0.223517337,0.33,0.232818686,-0.07505
-0.08,0.236616299,0.33,0.234767386,-0.07828
0.04,0.219192734,0.33,0.240707015,-0.07475
0.21,0.257487864,0.33,0.247729893,-0.07465
0.33,0.252201218,0.33,0.252654786,-0.07747
-0.09,0.250392419,0.24,0.25494989,-0.08172
-0.32,0.242932838,0.24,0.267705273,-0.08909
-0.2,0.258706573,0.24,0.267723473,-0.08960
-0.55,0.259243655,0.24,0.267723473,-0.08697
-0.05,0.29096704,0.24,0.26743563,-0.08737
-0.03,0.258048621,0.24,0.266890341,-0.09040
0.1,0.257713724,0.24,0.266586644,-0.09586
0.24,0.270733012,0.24,0.264885734,-0.09970
-0.13,0.27542034,0.12,0.265700978,-0.09697
-0.59,0.240948882,0.23,0.264769065,-0.09263
-0.37,0.244718763,0.27,0.264783285,-0.09081
-0.28,0.290704473,0.42,0.266778285,-0.09232
0.12,0.280408792,0.42,0.266755868,-0.09505
0.02,0.278854801,0.42,0.261595115,-0.09606
0,0.312898473,0.42,0.269782325,-0.09768
-0.24,0.323289906,0.42,0.288004937,-0.09990
-0.64,0.323289906,0.42,0.289253823,-0.10424
-0.32,0.363823134,0.42,0.290363884,-0.10626
0.23,0.357653972,0.42,0.290583481,-0.10646
0.27,0.368845866,0.42,0.290765782,-0.10394
0.42,0.365301868,0.42,0.289896113,-0.10515
-0.37,0.372619718,0.06,0.282008891,-0.10707
-0.65,0.338528903,0.06,0.282249311,-0.10768
-0.24,0.333856256,0.06,0.281831535,-0.10818
-0.5,0.320076695,0.06,0.281700264,-0.10465
-0.09,0.295773255,0.06,0.273339951,-0.10091
0.06,0.230970285,0.3,0.275340321,-0.10263
-0.05,0.241468989,0.57,0.27716549,-0.10111
0.04,0.191211449,0.57,0.275409491,-0.10424
0.02,0.19206533,0.57,0.271285648,-0.10667
-0.15,0.193197967,0.57,0.276972039,-0.10596
-0.21,0.271671593,0.57,0.267601421,-0.10646
-0.48,0.273731786,0.57,0.270251513,-0.10152
-0.13,0.297953627,0.57,0.27364708,-0.09778
-0.04,0.297055244,0.57,0.275668321,-0.09879
0.3,0.30294614,0.57,0.277613824,-0.09798
0.57,0.318190909,0.57,0.284680466,-0.09737
0.12,0.315954542,0.12,0.28409636,-0.10040
-0.39,0.284512342,0.12,0.271932504,-0.09949
-0.02,0.283295541,0.12,0.272918276,-0.09970
-0.25,0.287974115,0.12,0.269429692,-0.10061
-0.39,0.268866307,0.12,0.263641128,-0.10061
-0.01,0.184163959,0.12,0.250844642,-0.10141
-0.04,0.178875274,0.12,0.247697705,-0.10030
0.06,0.159339546,0.24,0.234869017,-0.09687
-0.18,0.163906847,0.24,0.234187647,-0.09646
-0.14,0.192552236,0.24,0.22634121,-0.09414
0.12,0.178274558,0.24,0.226544655,-0.09859
-0.32,0.21,0.24,0.225814632,-0.10182
-0.16,0.234621552,0.24,0.225995521,-0.10152
-0.3,0.248508277,0.24,0.225386588,-0.10303
-0.49,0.25927872,0.24,0.232056624,-0.10232
-0.11,0.290613771,0.24,0.235227559,-0.09566
0.24,0.278355561,0.24,0.23511784,-0.09303
0.23,0.27416319,0.23,0.230729499,-0.09111
0.21,0.28962358,0.21,0.234258095,-0.09343
-0.34,0.285411983,0.18,0.234558561,-0.09626
-0.53,0.252269697,0.18,0.227275013,-0.09556
-0.16,0.251598526,0.18,0.20285531,-0.09242
-0.06,0.234194946,0.18,0.199975358,-0.08687
0.18,0.222412393,0.18,0.19882072,-0.08566
0.06,0.2047837,0.12,0.198486243,-0.09051
-0.16,0.194632521,0.12,0.197048262,-0.09535
-0.08,0.126282512,0.12,0.192063747,-0.09990
-0.06,0.119400015,0.12,0.194572821,-0.09778
0.12,0.124294372,0.12,0.195013984,-0.09162
0.02,0.105933084,0.17,0.193431735,-0.09030
-0.24,0.153646584,0.19,0.195017959,-0.08697
-0.01,0.170283187,0.19,0.200759632,-0.08556
-0.01,0.171177739,0.19,0.200759632,-0.08657
-0.14,0.193536466,0.19,0.197485298,-0.08747
-0.13,0.202847905,0.19,0.198798161,-0.09040
-0.46,0.19893809,0.19,0.207628331,-0.09394
-0.35,0.195410989,0.19,0.199693841,-0.09253
-0.2,0.193052042,0.19,0.199669162,-0.09101
0.17,0.189727077,0.19,0.193253029,-0.08535
0.19,0.207767352,0.19,0.192484772,-0.08323
-0.16,0.207723593,0.15,0.194066183,-0.08465
-0.15,0.170357912,0.15,0.190782326,-0.08677
-0.07,0.148446501,0.15,0.178050225,-0.09323
-0.15,0.162469578,0.22,0.178050225,-0.09828
0.15,0.147265993,0.22,0.18209559,-0.09596
-0.08,0.113265577,0.22,0.188285674,-0.09697
-0.09,0.127236358,0.22,0.190824695,-0.09576
-0.18,0.157693604,0.22,0.193772366,-0.08909
-0.31,0.167261363,0.22,0.19578278,-0.08747
-0.2,0.164100856,0.22,0.19578278,-0.08444
-0.09,0.161869757,0.22,0.194652486,-0.08566
0.08,0.21179321,0.22,0.193896629,-0.08778
0.22,0.215132095,0.25,0.192551211,-0.08828
0.12,0.214726041,0.25,0.192159725,-0.09000
-0.07,0.206534171,0.25,0.19337333,-0.08616
-0.25,0.22335459,0.25,0.194948385,-0.08212
-0.53,0.242209526,0.25,0.196442333,-0.07909
-0.25,0.240060598,0.25,0.187717537,-0.07606
-0.1,0.225614313,0.25,0.183945319,-0.07758
-0.05,0.219321267,0.25,0.184897086,-0.08273
0.21,0.230536923,0.25,0.181810143,-0.08475
0.25,0.255581334,0.25,0.176858272,-0.08636
