DATA,STDEV.S (±5p),Max,STDEV.S (±20p),Mean Max value over 100 points
0.1,0.061496489,0.1,0.052141302,-0.01182
0.01,0.058215899,0.1,0.049927966,-0.01222
-0.01,0.053733348,0.1,0.043299672,-0.01283
-0.03,0.058651513,0.1,0.040579959,-0.01374
0.07,0.057871331,0.1,0.040579959,-0.01323
-0.07,0.055366547,0.1,0.040853302,-0.01273
0.02,0.047596791,0.1,0.040579959,-0.01455
0.01,0.047558576,0.1,0.040614057,-0.01354
0.1,0.047558576,0.1,0.04061951,-0.01434
-0.03,0.046962267,0.02,0.040529442,-0.01424
-0.02,0.042276148,0.03,0.040055333,-0.01475
-0.01,0.037634607,0.03,0.039988924,-0.01414
0,0.037634607,0.03,0.039988924,-0.01444
-0.01,0.038304996,0.03,0.039833541,-0.01455
-0.02,0.020889319,0.03,0.039833541,-0.01404
-0.03,0.02,0.03,0.038674036,-0.01293
-0.03,0.021574396,0.03,0.037967463,-0.01434
0.02,0.022074255,0.03,0.036734057,-0.01444
-0.03,0.022482316,0.03,0.035192872,-0.01374
0.03,0.022482316,0.03,0.034227756,-0.01263
-0.01,0.023276988,0.02,0.034827529,-0.01424
0.02,0.024605986,0.02,0.034564207,-0.01404
0.01,0.023159526,0.02,0.030301183,-0.01465
-0.02,0.022522716,0.02,0.03015464,-0.01293
-0.01,0.021616492,0.02,0.030315798,-0.01424
0.02,0.018683975,0.02,0.030189508,-0.01475
-0.04,0.018877596,0.01,0.027534334,-0.01485
-0.01,0.016624188,0.01,0.026131112,-0.01505
-0.02,0.015724908,0.01,0.026131112,-0.01535
-0.02,0.016292776,0.01,0.026363168,-0.01535
-0.02,0.018090681,0.01,0.021745533,-0.01485
0,0.014206273,0.01,0.021714956,-0.01465
-0.02,0.012862914,0.01,0.021791319,-0.01535
-0.03,0.015075567,0.01,0.021933151,-0.01515
-0.03,0.0168954,0.01,0.021837008,-0.01475
0.01,0.016949122,0.01,0.022184168,-0.01505
-0.01,0.021658507,0.01,0.022819044,-0.01354
-0.03,0.021489955,0.01,0.022716901,-0.01273
0.01,0.021825756,0.01,0.02322789,-0.01192
-0.04,0.021908902,0.01,0.022575087,-0.01273
-0.01,0.021908902,0.02,0.022604501,-0.01263
-0.06,0.02071451,0.02,0.022449648,-0.01242
-0.04,0.02071451,0.02,0.022582444,-0.01192
-0.01,0.022401299,0.02,0.021814175,-0.01253
-0.01,0.023779288,0.02,0.022729085,-0.01283
-0.03,0.023779288,0.02,0.023192105,-0.01212
0,0.028572078,0.02,0.02392541,-0.01182
-0.01,0.026181187,0.02,0.023192105,-0.01232
0.01,0.025334131,0.02,0.026078084,-0.01172
0.02,0.025831623,0.02,0.026179803,-0.01101
-0.04,0.025831623,0,0.028368326,-0.01131
-0.07,0.0265946,0,0.028531811,-0.01283
0,0.02792848,0,0.028686645,-0.01263
0,0.027732488,0,0.028686645,-0.01212
-0.03,0.026934263,0,0.03015464,-0.01222
-0.01,0.023001976,0,0.030275589,-0.01242
-0.04,0.024233711,0,0.030233495,-0.01242
-0.05,0.022522716,0.01,0.030846313,-0.01242
-0.02,0.022522716,0.02,0.030953829,-0.01182
-0.05,0.021105794,0.02,0.031077013,-0.01131
-0.01,0.024899799,0.02,0.030783422,-0.01162
0,0.027136021,0.02,0.030624725,-0.01111
-0.06,0.030361459,0.05,0.031197936,-0.01121
0,0.029139165,0.05,0.030743824,-0.01152
-0.02,0.038019134,0.05,0.030736619,-0.01212
-0.07,0.037513634,0.05,0.031288321,-0.01253
0.01,0.043817805,0.05,0.031306013,-0.01253
0.02,0.043651513,0.05,0.031884342,-0.01253
-0.01,0.04238353,0.05,0.031773004,-0.01313
-0.1,0.04238353,0.05,0.031884342,-0.01263
-0.04,0.046319052,0.05,0.031543884,-0.01253
0.05,0.043651513,0.05,0.0345594,-0.01232
-0.04,0.042958754,0.04,0.034903759,-0.01182
-0.04,0.043900714,0.04,0.03417271,-0.01141
0,0.044127913,0.04,0.034096469,-0.01101
0.04,0.03534248,0.04,0.034387538,-0.01101
-0.04,0.03458849,0.03,0.034332747,-0.01081
-0.02,0.028762349,0.03,0.034414901,-0.01091
0.03,0.031071764,0.03,0.0352793,-0.01111
0,0.031071764,0.02,0.034862489,-0.01111
-0.04,0.031071764,0.02,0.036634437,-0.01111
-0.03,0.027863303,0.02,0.036201112,-0.01131
-0.02,0.027236339,0.02,0.036511804,-0.01101
-0.06,0.030151134,0.08,0.03647539,-0.01101
-0.04,0.025441555,0.08,0.038749844,-0.01051
0,0.025441555,0.08,0.038781268,-0.01040
0.02,0.024936282,0.08,0.039274991,-0.01020
-0.03,0.039519845,0.08,0.038081047,-0.01000
-0.06,0.040609,0.08,0.038414018,-0.00970
-0.01,0.037172815,0.08,0.038240655,-0.00970
0,0.035213634,0.08,0.038286962,-0.00980
-0.02,0.038304996,0.08,0.035476506,-0.00960
0.08,0.037634607,0.08,0.035144064,-0.01000
0.02,0.036976651,0.06,0.034524134,-0.00980
0.01,0.034430431,0.06,0.034311775,-0.00939
-0.01,0.034954516,0.06,0.033868353,-0.00970
-0.05,0.038940514,0.09,0.03405422,-0.01000
-0.02,0.037947332,0.09,0.033585975,-0.00970
0,0.030451153,0.09,0.033585975,-0.00949
0.04,0.030271499,0.09,0.033956522,-0.00929
-0.02,0.040361998,0.09,0.033760278,-0.00929
0.06,0.04094342,0.09,0.033822545,-0.00909
0,0.04094342,0.09,0.033407448,-0.00879
0.02,0.040361998,0.09,0.033618932,-0.00909
-0.01,0.040698448,0.09,0.033618932,-0.00909
0.09,0.040564203,0.09,0.032493291,-0.00859
-0.02,0.040564203,0.03,0.031984908,-0.00889
-0.05,0.03660601,0.03,0.032361811,-0.00869
-0.01,0.037099375,0.03,0.032361811,-0.00818
0.03,0.037803319,0.03,0.032659863,-0.00818
-0.02,0.038162333,0.03,0.031457753,-0.00848
-0.02,0.024531983,0.03,0.031457753,-0.00848
-0.01,0.025405797,0.03,0.032071349,-0.00758
-0.02,0.021019471,0.03,0.03195893,-0.00687
0.03,0.024494897,0.03,0.029459885,-0.00758
0.02,0.025009089,0.02,0.029563079,-0.00768
-0.01,0.025725827,0.02,0.029510589,-0.00737
0.02,0.025725827,0.02,0.029510589,-0.00758
0.02,0.025725827,0.02,0.028626746,-0.00828
-0.04,0.027369525,0.03,0.028522106,-0.00808
-0.04,0.025081685,0.03,0.028829126,-0.00808
-0.03,0.023276988,0.04,0.028117378,-0.00889
-0.02,0.023587362,0.04,0.028075992,-0.00929
-0.01,0.025081685,0.04,0.026304293,-0.00899
-0.04,0.025081685,0.04,0.026304293,-0.00899
0.01,0.027303013,0.04,0.026126873,-0.00909
0,0.025226249,0.04,0.026663898,-0.00869
0,0.023664319,0.04,0.022311099,-0.00869
0.03,0.026006992,0.04,0.022311099,-0.00889
0.02,0.026006992,0.04,0.021589649,-0.00919
0.04,0.023001976,0.04,0.021880072,-0.00899
-0.02,0.024531983,-0.01,0.021373129,-0.00848
-0.01,0.024605986,-0.01,0.021331638,-0.00879
-0.04,0.024642904,0.01,0.021417125,-0.00909
-0.01,0.021825756,0.01,0.021502273,-0.00879
-0.01,0.019725387,0.01,0.022387902,-0.00990
-0.03,0.011037127,0.01,0.021625525,-0.01020
-0.01,0.013684763,0.01,0.021211898,-0.01040
-0.01,0.015550504,0.03,0.021707305,-0.01071
-0.01,0.013003496,0.03,0.021248412,-0.01061
-0.01,0.013280197,0.03,0.020693941,-0.01081
-0.03,0.013751033,0.03,0.020421906,-0.01091
0.01,0.016292776,0.03,0.019994462,-0.01141
0.01,0.016949122,0.03,0.019819227,-0.01111
0,0.017529196,0.03,0.019994462,-0.01182
0,0.019021519,0.03,0.019994462,-0.01212
-0.02,0.020225996,0.03,0.019421307,-0.01212
0.03,0.020225996,0.03,0.019197637,-0.01222
-0.02,0.019493589,0.01,0.020069094,-0.01303
-0.02,0.019493589,0.01,0.020096666,-0.01323
-0.03,0.019400094,0.01,0.020096666,-0.01283
-0.03,0.022033033,0.01,0.019509489,-0.01293
-0.03,0.022522716,0.01,0.017799797,-0.01364
0,0.017002674,0.01,0.017957745,-0.01354
0.01,0.018140863,0.01,0.017979316,-0.01323
-0.02,0.019211739,0,0.01753023,-0.01333
-0.05,0.019021519,0.01,0.018405426,-0.01313
0,0.019021519,0.01,0.018816006,-0.01343
-0.02,0.019164361,0.01,0.018674219,-0.01364
-0.04,0.018586408,0.01,0.018816006,-0.01414
0,0.018586408,0.03,0.018945045,-0.01434
-0.01,0.018635255,0.03,0.018942122,-0.01455
-0.03,0.014709304,0.03,0.019289713,-0.01414
0,0.014206273,0.03,0.019177437,-0.01384
-0.02,0.018877596,0.03,0.018774762,-0.01384
0.01,0.016292776,0.03,0.018351194,-0.01364
-0.01,0.02071451,0.03,0.018196662,-0.01374
-0.01,0.02071451,0.03,0.018330061,-0.01354
-0.01,0.02,0.03,0.018420461,-0.01394
0.03,0.020538213,0.03,0.017400246,-0.01434
-0.02,0.020538213,-0.01,0.017485954,-0.01444
-0.05,0.019164361,-0.01,0.017536546,-0.01475
-0.01,0.021658507,-0.01,0.017492286,-0.01535
-0.02,0.02227922,-0.01,0.017718733,-0.01606
-0.03,0.02227922,-0.01,0.017939235,-0.01586
-0.02,0.014206273,-0.01,0.017988553,-0.01596
-0.02,0.014012981,-0.01,0.017457431,-0.01576
-0.05,0.012135598,-0.01,0.017523912,-0.01596
-0.04,0.011677484,-0.01,0.017447913,-0.01596
-0.01,0.011677484,-0.01,0.017262869,-0.01586
-0.03,0.012862914,-0.01,0.017349256,-0.01586
-0.03,0.013684763,0.01,0.018007012,-0.01606
-0.02,0.014396969,0.01,0.017802908,-0.01636
-0.04,0.012862914,0.01,0.018269546,-0.01646
-0.02,0.011908744,0.01,0.018495458,-0.01626
-0.01,0.015135749,0.01,0.018330061,-0.01667
-0.01,0.015135749,0.01,0.018330061,-0.01667
-0.01,0.015135749,0.01,0.018102085,-0.01697
-0.04,0.015374122,0.01,0.018102085,-0.01707
-0.03,0.015374122,0.01,0.018591011,-0.01717
0.01,0.016733201,0.01,0.018543296,-0.01788
-0.03,0.017372915,0.01,0.017176048,-0.01768
-0.01,0.017372915,0.01,0.017432039,-0.01768
-0.01,0.017372915,0.02,0.016981522,-0.01727
-0.04,0.018877596,0.02,0.018102085,-0.01727
-0.04,0.018586408,0.02,0.018333082,-0.01727
-0.04,0.016733201,0.02,0.018459497,-0.01788
-0.01,0.020180999,0.02,0.01865642,-0.01879
-0.01,0.020135902,0.02,0.018686076,-0.01879
0.01,0.021616492,0.02,0.018089846,-0.01848
-0.01,0.021616492,0.02,0.017892877,-0.01869
-0.03,0.019908883,0.02,0.017880494,-0.01879
0.02,0.017888544,0.02,0.017759311,-0.01848
-0.02,0.020045403,0.01,0.017759311,-0.01889
0.01,0.020045403,0.01,0.018129594,-0.01889
-0.04,0.020045403,0.01,0.017768662,-0.01828
-0.01,0.020135902,0.01,0.017911435,-0.01808
-0.02,0.019725387,0.01,0.018287721,-0.01859
-0.04,0.017372915,0.01,0.018390377,-0.01939
-0.01,0.017580981,0.01,0.018534336,-0.01970
0.01,0.021489955,0.01,0.018166207,-0.02000
-0.02,0.02062655,0,0.018040805,-0.02071
0,0.021019471,0,0.017731228,-0.02152
0,0.021191765,0,0.017624733,-0.02182
0,0.018877596,0,0.017612162,-0.02152
-0.06,0.02,0,0.017612162,-0.02202
0,0.019211739,0,0.017352447,-0.02222
0,0.019211739,0,0.017352447,-0.02212
0,0.019021519,0,0.016952151,-0.02242
-0.01,0.019164361,0,0.016952151,-0.02273
-0.03,0.019725387,0,0.017075819,-0.02283
0,0.014396969,0,0.017075819,-0.02293
-0.02,0.014396969,0,0.017185716,-0.02293
-0.02,0.015374122,0,0.017075819,-0.02384
-0.03,0.014459976,0,0.016261975,-0.02404
-0.04,0.015491933,0,0.016632301,-0.02414
-0.01,0.015135749,0,0.016306179,-0.02313
0,0.013751033,0,0.015935223,-0.02384
-0.04,0.014012981,0,0.016434709,-0.02394
-0.03,0.014459976,0,0.016552209,-0.02505
0,0.014142136,0,0.016289192,-0.02434
-0.02,0.012720778,-0.01,0.017533388,-0.02525
-0.02,0.013003496,-0.01,0.01939563,-0.02455
-0.03,0.012720778,0.01,0.01939563,-0.02455
-0.01,0.011361818,0.01,0.019142758,-0.02424
-0.02,0.011361818,0.01,0.018874769,-0.02566
-0.01,0.009816498,0.01,0.018635633,-0.02606
-0.03,0.013751033,0.01,0.017721857,-0.02596
-0.04,0.014142136,0.01,0.017671796,-0.02606
-0.02,0.014012981,0.01,0.017447913,-0.02626
-0.01,0.014142136,0.01,0.018874769,-0.02677
-0.03,0.015374122,0.01,0.019819227,-0.02747
0.01,0.016403991,0.01,0.021180551,-0.02687
-0.03,0.016124515,0.01,0.022181672,-0.02747
-0.01,0.016949122,0.01,0.022330945,-0.02707
-0.03,0.017477258,0.01,0.022469371,-0.02747
-0.04,0.017786614,0.01,0.024040847,-0.02828
0,0.021658507,0.01,0.024238114,-0.02838
-0.02,0.025477263,0.01,0.024411115,-0.02768
0.01,0.025619595,0.01,0.024091465,-0.02818
-0.03,0.025081685,-0.01,0.024546834,-0.02798
-0.03,0.025226249,-0.01,0.024623409,-0.02808
-0.06,0.024936282,0.03,0.02428376,-0.02798
-0.08,0.024007575,0.03,0.024488115,-0.02808
-0.02,0.024083189,0.03,0.024670587,-0.02717
-0.02,0.021362669,0.03,0.025117663,-0.02697
-0.02,0.028380531,0.03,0.025108844,-0.02657
-0.03,0.031565228,0.03,0.025256163,-0.02747
-0.01,0.032891005,0.03,0.028496857,-0.02687
-0.04,0.031246818,0.03,0.028609333,-0.02677
-0.01,0.031708903,0.03,0.028595781,-0.02646
0.03,0.032051096,0.03,0.031891288,-0.02687
0.02,0.035903912,0.02,0.032930007,-0.02677
-0.07,0.036356818,-0.02,0.032988806,-0.02768
-0.07,0.035853236,-0.02,0.034856135,-0.02758
-0.04,0.036156227,-0.02,0.037805236,-0.02626
-0.04,0.035903912,-0.02,0.040339094,-0.02717
-0.08,0.027699688,-0.02,0.04199615,-0.02848
-0.05,0.019725387,-0.02,0.042546307,-0.02737
-0.05,0.018488326,-0.01,0.042546307,-0.02687
-0.02,0.016949122,-0.01,0.046009051,-0.02818
-0.06,0.017372915,-0.01,0.045456952,-0.02919
-0.04,0.017215215,-0.01,0.045456952,-0.02899
-0.02,0.017215215,0.06,0.045471566,-0.02808
-0.05,0.029263691,0.06,0.045471566,-0.02869
-0.05,0.029263691,0.06,0.045141588,-0.02919
-0.06,0.028444523,0.06,0.045486176,-0.02909
-0.05,0.043085539,0.06,0.048395061,-0.02768
-0.01,0.045845591,0.06,0.048560679,-0.02697
-0.12,0.045845591,0.06,0.049113966,-0.02616
-0.05,0.05146932,0.06,0.049002226,-0.02545
-0.03,0.061066283,0.06,0.049902452,-0.02495
0.06,0.066837659,0.06,0.050066401,-0.02545
-0.09,0.071566879,0.06,0.050066401,-0.02525
-0.02,0.072575979,0.06,0.049290649,-0.02465
-0.12,0.067433469,0.06,0.049471179,-0.02485
0.06,0.077236355,0.06,0.049271549,-0.02485
-0.13,0.077377469,0.04,0.049629859,-0.02515
0.04,0.070749237,0.04,0.049967875,-0.02444
0.01,0.069137544,0.07,0.05209987,-0.02444
0,0.069032272,0.07,0.052669596,-0.02545
-0.15,0.064624791,0.07,0.053718845,-0.02737
-0.05,0.056648839,0.07,0.054464066,-0.02727
-0.03,0.060677988,0.07,0.05448846,-0.02687
-0.05,0.056407607,0.07,0.054807627,-0.02808
-0.06,0.056407607,0.07,0.055530264,-0.02798
-0.06,0.055202108,0.07,0.055456427,-0.02879
-0.08,0.047116876,0.07,0.055501339,-0.02859
0.07,0.048448661,0.07,0.057094664,-0.02899
-0.07,0.052345009,0.03,0.057274765,-0.02727
0.01,0.052811844,0.03,0.060906769,-0.02768
-0.02,0.052604874,0.07,0.060548435,-0.02677
-0.1,0.052031459,0.07,0.06392479,-0.02525
0,0.049008348,0.07,0.06557523,-0.02545
0.03,0.040316926,0.07,0.065035981,-0.02768
-0.06,0.04592484,0.07,0.066274038,-0.03010
0,0.0464758,0.07,0.068541199,-0.02919
-0.05,0.048654627,0.07,0.067058924,-0.02747
0,0.046748845,0.07,0.068115757,-0.02758
0,0.046748845,0.07,0.06668632,-0.02636
0.07,0.04568668,0.07,0.066301603,-0.02465
0.02,0.042916409,0.04,0.066070703,-0.02374
0.04,0.044822884,0.11,0.070170651,-0.02424
-0.09,0.041778637,0.11,0.06820187,-0.02374
0,0.056051924,0.11,0.069351529,-0.02303
0.01,0.056262372,0.11,0.069841618,-0.02626
0.03,0.062624422,0.11,0.06971783,-0.02414
-0.04,0.069765842,0.11,0.069893924,-0.02414
0,0.079509862,0.11,0.069599392,-0.02333
-0.12,0.082561272,0.11,0.069054683,-0.02232
0.01,0.084304642,0.11,0.06793587,-0.02343
0.11,0.09056389,0.11,0.067382645,-0.02162
-0.11,0.094243399,0.09,0.067456561,-0.02101
-0.16,0.094762862,0.09,0.067893474,-0.02111
0.07,0.102158522,0.13,0.066604068,-0.01808
0.04,0.099379896,0.13,0.068027094,-0.01960
-0.13,0.099233425,0.13,0.074158252,-0.01990
-0.14,0.087188406,0.13,0.074044672,-0.01960
-0.01,0.099132602,0.13,0.074107461,-0.01990
0.09,0.090473502,0.13,0.076771799,-0.02253
-0.08,0.090473502,0.13,0.076890712,-0.02283
-0.07,0.090473502,0.13,0.079819148,-0.02152
-0.02,0.080656398,0.13,0.078610581,-0.02343
0.13,0.070012986,0.13,0.078509086,-0.02596
0.05,0.069622358,0.07,0.082378136,-0.02343
0.07,0.065338281,0.07,0.082044069,-0.02192
0.04,0.058883552,0.04,0.083451964,-0.02444
0.01,0.054121076,0.04,0.085678195,-0.02505
-0.07,0.055873233,0.04,0.085367423,-0.02475
0.01,0.042767872,0.04,0.089211508,-0.02293
0.03,0.042767872,0.04,0.094050598,-0.02051
-0.01,0.04590504,0.04,0.093206091,-0.02020
-0.03,0.071146456,0.04,0.094996066,-0.01788
-0.04,0.071871097,0.04,0.092788116,-0.02131
0.04,0.072174032,0.04,0.093229257,-0.02273
-0.04,0.079280859,0.02,0.092199048,-0.02071
-0.1,0.075426063,0.15,0.091644264,-0.01980
-0.21,0.080667668,0.15,0.092066229,-0.01899
0.02,0.082440061,0.15,0.090738327,-0.02253
0.01,0.082130716,0.15,0.088729809,-0.02394
-0.15,0.100625318,0.15,0.103321365,-0.02374
-0.05,0.100625318,0.15,0.106939711,-0.02081
-0.16,0.107238053,0.15,0.106627034,-0.02131
0,0.099644824,0.15,0.106554308,-0.02182
-0.06,0.099233425,0.15,0.106887403,-0.02101
0.15,0.1116488,0.15,0.106722023,-0.02081
-0.07,0.120581922,0.11,0.110135324,-0.01919
0.08,0.121841924,0.11,0.109440336,-0.01939
0.11,0.120083304,0.11,0.109171855,-0.02020
-0.03,0.120612075,0.1,0.117920333,-0.01889
-0.19,0.122704375,0.1,0.11817175,-0.01616
-0.22,0.11645522,0.1,0.119100077,-0.01444
0.02,0.115246771,0.1,0.118935385,-0.01455
0.1,0.115954537,0.19,0.120521661,-0.01556
-0.05,0.109768351,0.19,0.123453893,-0.01455
0.08,0.110099129,0.19,0.125063439,-0.01263
0.09,0.143602988,0.19,0.12835832,-0.01051
0.04,0.143343199,0.19,0.130419291,-0.01202
-0.1,0.144140083,0.19,0.134241646,-0.01525
0.03,0.140699551,0.19,0.132943922,-0.01444
0.01,0.140641388,0.19,0.1341843,-0.01283
-0.36,0.145521008,0.27,0.139511488,-0.00960
0.19,0.153451206,0.27,0.138843108,-0.00768
-0.05,0.152857628,0.27,0.138814391,-0.00485
0.03,0.15132746,0.27,0.13920475,-0.00293
0.04,0.17474657,0.27,0.141996132,-0.00808
-0.16,0.176866668,0.27,0.143046663,-0.01475
0.17,0.139954538,0.27,0.143333205,-0.01131
-0.06,0.127343487,0.27,0.150897646,-0.00717
-0.06,0.134495691,0.27,0.151425124,-0.00455
0.27,0.144970216,0.27,0.151214354,-0.00253
-0.09,0.147580487,0.17,0.152300193,-0.00374
-0.12,0.156268999,0.17,0.151490929,-0.00414
0.01,0.149185668,0.17,0.160015226,-0.00455
-0.15,0.160776525,0.17,0.160832552,0.00030
-0.2,0.168722473,0.17,0.159597015,0.00283
-0.16,0.141633329,0.17,0.166863118,0.00303
0.17,0.155247603,0.17,0.16613681,0.00253
-0.18,0.155065968,0.16,0.165318244,0.00394
-0.25,0.153035943,0.16,0.166150141,0.00970
0.1,0.163729267,0.16,0.166240763,0.01475
0.1,0.170005348,0.16,0.166650608,0.01535
-0.28,0.168609285,0.16,0.166579822,0.01606
-0.11,0.167570881,0.16,0.158224856,0.02242
-0.03,0.187684455,0.16,0.157362677,0.02717
0.12,0.178570078,0.16,0.16164917,0.03192
0.16,0.178570078,0.16,0.163854458,0.03343
0.1,0.177947898,0.16,0.164765345,0.03121
0.16,0.15788949,0.29,0.163589647,0.03162
-0.33,0.202129571,0.29,0.164737786,0.03707
-0.16,0.206000883,0.29,0.165057458,0.03980
0.1,0.200839149,0.29,0.165024244,0.04152
0.09,0.216471707,0.29,0.159858395,0.04283
0.11,0.21285078,0.29,0.164681982,0.04707
-0.41,0.204121176,0.29,0.163955468,0.05323
-0.14,0.184612617,0.29,0.163995314,0.05727
-0.03,0.178218456,0.29,0.169704649,0.05838
0.29,0.176974574,0.29,0.172115043,0.05939
-0.05,0.175099971,0.23,0.172427461,0.06061
0.02,0.172178554,0.23,0.171543704,0.06253
0.1,0.119613012,0.23,0.188560732,0.06232
0.06,0.11734177,0.23,0.202055605,0.06263
0.07,0.115938855,0.23,0.210081722,0.06677
-0.02,0.111575494,0.23,0.221680134,0.06939
-0.07,0.115703383,0.23,0.220780103,0.07475
0.16,0.125306896,0.23,0.221301146,0.07253
0.23,0.124856281,0.23,0.223812976,0.07303
0.17,0.12489996,0.21,0.223623636,0.07485
-0.13,0.131702143,0.31,0.222797079,0.07465
-0.09,0.16413963,0.31,0.232595495,0.07707
0.21,0.163117359,0.31,0.233534876,0.07747
0.08,0.156832279,0.31,0.226603796,0.07768
0.05,0.169319494,0.31,0.224523366,0.08010
-0.08,0.181904071,0.31,0.224523366,0.07919
-0.28,0.180247305,0.39,0.233508793,0.08010
-0.05,0.173886065,0.48,0.236081194,0.08182
0.02,0.245985957,0.48,0.224330677,0.08283
0.31,0.293099425,0.48,0.221862647,0.08485
0.28,0.320695267,0.48,0.22947096,0.08768
0.2,0.352025309,0.48,0.233004118,0.08899
0.12,0.343074336,0.48,0.234224292,0.08626
-0.53,0.341416834,0.48,0.233993687,0.08707
-0.53,0.352855881,0.48,0.241210954,0.08879
0.39,0.346937249,0.48,0.241574752,0.08879
0.48,0.339796731,0.48,0.248079221,0.08859
0.3,0.361768384,0.47,0.249963231,0.09121
0.21,0.364621846,0.47,0.249458772,0.09303
-0.19,0.308709926,0.47,0.249421479,0.09192
-0.03,0.229275539,0.47,0.249421479,0.08919
-0.01,0.217109105,0.47,0.25264843,0.08808
0.47,0.215550036,0.48,0.253202303,0.08758
0.22,0.214814931,0.48,0.250816165,0.08495
-0.02,0.21393287,0.48,0.25105624,0.08677
-0.01,0.188173034,0.48,0.250995361,0.08788
0.1,0.201958592,0.48,0.251335084,0.08818
0.47,0.199818099,0.48,0.249593024,0.08687
0.29,0.186333035,0.48,0.242854016,0.08444
0.08,0.187524544,0.48,0.24429096,0.08646
0.08,0.231214186,0.48,0.243592983,0.08778
0.48,0.221576993,0.48,0.242700295,0.09081
0.42,0.231379264,0.47,0.244054439,0.09000
0.31,0.222191564,0.47,0.245294589,0.09010
0.15,0.221945939,0.47,0.245316935,0.08869
-0.28,0.220672526,0.47,0.221477971,0.08677
0.19,0.214912244,0.47,0.19284775,0.08485
0.47,0.206644183,0.47,0.190350845,0.08515
0.35,0.206644183,0.42,0.187746442,0.08576
0.28,0.205320149,0.42,0.186720843,0.08778
0.1,0.211255984,0.42,0.186629189,0.08808
0.23,0.132897773,0.44,0.180018148,0.08596
0.39,0.13072525,0.44,0.178252561,0.08465
0.42,0.132589592,0.44,0.176182919,0.08616
0.21,0.153415656,0.44,0.171283669,0.08636
0.05,0.169367808,0.44,0.171640834,0.08566
0.2,0.166422245,0.44,0.171906449,0.08586
0.28,0.16710911,0.44,0.17463298,0.08525
0.02,0.171395343,0.44,0.178998382,0.08515
-0.07,0.158429795,0.44,0.175926593,0.08717
0.44,0.158429795,0.44,0.174630126,0.08848
0.27,0.16038023,0.27,0.174630126,0.08626
0.17,0.159766876,0.21,0.176142372,0.08051
-0.03,0.154337293,0.21,0.168231634,0.07515
0,0.159208268,0.21,0.166973582,0.07212
0.21,0.147654388,0.21,0.169080636,0.07131
0.02,0.110478299,0.21,0.169162487,0.07808
0.08,0.10192689,0.21,0.158442377,0.08253
0.21,0.098774307,0.21,0.161205316,0.07646
-0.04,0.092244734,0.18,0.155459523,0.07101
0.18,0.088471875,0.18,0.151520167,0.06939
0.18,0.079909039,0.18,0.148547415,0.06838
0,0.085141593,0.11,0.149592655,0.06990
0.05,0.100805844,0.11,0.150787156,0.07081
0.11,0.098829513,0.11,0.147895162,0.06869
0.05,0.102513857,0.1,0.136579396,0.06384
0.08,0.093303025,0.1,0.138619599,0.06141
-0.03,0.080543608,0.1,0.140907909,0.06010
-0.1,0.081128406,0.1,0.139486084,0.05909
-0.1,0.082263435,0.1,0.136565611,0.05859
-0.08,0.08761486,0.1,0.137839684,0.05424
0.1,0.094791638,0.1,0.139178097,0.05131
0.08,0.091810081,0.08,0.124119936,0.04808
-0.02,0.094849163,0.13,0.117943339,0.04667
0.07,0.094849163,0.13,0.116850986,0.04404
-0.14,0.100027269,0.13,0.119622422,0.03960
-0.15,0.098820314,0.13,0.119581681,0.03737
0.05,0.102903309,0.13,0.11592041,0.03667
0.05,0.097346616,0.27,0.11592041,0.04000
-0.1,0.101569502,0.27,0.116220949,0.03909
-0.15,0.105744117,0.27,0.113862519,0.03646
-0.05,0.104054182,0.27,0.114358435,0.03394
0.13,0.1375566,0.27,0.111451214,0.03182
-0.04,0.152976528,0.27,0.109242839,0.03081
-0.13,0.152279647,0.27,0.109990436,0.02949
-0.21,0.153563727,0.27,0.110395945,0.02545
-0.01,0.149203948,0.27,0.113311671,0.01990
0.27,0.153386025,0.27,0.119461694,0.01778
0.21,0.150803906,0.21,0.123950746,0.01788
-0.04,0.151525575,0.19,0.124552799,0.01636
-0.12,0.151213275,0.19,0.124266174,0.01475
-0.09,0.139713994,0.19,0.125860053,0.01172
-0.13,0.138714881,0.19,0.12599768,0.01071
0.1,0.118559536,0.19,0.128265972,0.00384
0.04,0.102797241,0.19,0.12745355,-0.00030
0.13,0.104768142,0.19,0.129849986,-0.00172
0.19,0.101327552,0.19,0.130644115,-0.00152
0.02,0.093711356,0.14,0.129306439,-0.00394
0.04,0.075534459,0.14,0.128077617,-0.00424
0.02,0.087209257,0.14,0.13158965,-0.00697
-0.07,0.095222228,0.14,0.131177477,-0.00970
0.14,0.09137336,0.14,0.130561442,-0.01424
0.1,0.098829513,0.1,0.130561442,-0.01394
-0.01,0.124579292,0.14,0.131244153,-0.01485
-0.09,0.138222482,0.14,0.129651548,-0.01677
-0.08,0.136315143,0.14,0.129931407,-0.01778
0.08,0.1400779,0.14,0.128773927,-0.01859
-0.2,0.1400779,0.14,0.129930981,-0.02162
-0.26,0.130104853,0.14,0.130101332,-0.02212
-0.25,0.134096302,0.14,0.127676224,-0.02051
-0.1,0.134461891,0.14,0.122608236,-0.01869
0.04,0.151393527,0.14,0.123788481,-0.01596
0.14,0.154602129,0.14,0.123716892,-0.01515
-0.09,0.148262666,0.14,0.123560146,-0.01424
-0.21,0.134258909,0.14,0.123333184,-0.01525
-0.06,0.129418279,0.14,0.126704546,-0.01566
